#;NAME;PSRJ;RAJ;DECJ;PMRA;PMDEC;PX;POSEPOCH;ELONG;ELAT;PMELONG;PMELAT;Gl;Gb;RAJD;DECJD;P0;P1;F0;F1;F2;F3;PEPOCH;DM;DM1;RM;W50;W10;UNITS;TAU_SC;S400;S1400;S2000;BINARY;T0;PB;A1;OM;ECC;TASC;EPS1;EPS2;Minimum;Median;BINCOMP;DIST;DIST_DM;DMsin(b);ZZ;XX;YY;ASSOC;SURVEY;OSURVEY;DISC.;PSR;NGLT;
365;J0744-2525;J0744-2525;07:44;-25:25;;;;58984.00;124.594;-45.782;;;241.334;-0.743;116.00000000;-25.41666667;0.091996;9.56e-16;10.870000;-1.130e-13;;;58984.00;;;;;;TDB;;;;;;;;;;;;;;;;;;;;-0.000;-0.000;8.500;GRS:4FGL_J0744.0-2525[aab+22];FermiAssoc;000020000000;2020;NRAD[nie+20];;
366;B0743-53;J0745-5353;07:45:04.4;-53:53:09.5;-60.000;50.000;;55129.00;147.910;-72.067;;;266.660;-14.283;116.26866667;-53.88598889;0.214839;2.19e-15;4.654659;-4.738e-14;;;55129.00;121.38;;-71.00;10.700;30.000;TDB;0.00;23.00;5.00;;;;;;;;;;;;;;0.565;0.565;-29.95;-0.139;-0.547;8.532;;mol2,pks70,pkssw,htru_pks,ghrss;004010104010;1978;;;
367;J0746-4529;J0746-4529;07:46:59.5;-45:29:26.6;;;;52950.00;137.345;-64.596;;;259.203;-10.103;116.74799167;-45.49073611;2.791025;1.67e-14;0.358291;-2.139e-15;;;52950.00;134.57;;;38.000;68.000;TDB;;;0.20;;;;;;;;;;;;;;0.810;0.810;-23.61;-0.142;-0.783;8.649;;pkshl;000001000000;2006;;;
368;J0747+6646;J0747+6646;07:47:39.6;+66:46:56.7;;;;56500.00;104.540;44.697;;;149.218;30.283;116.91536403;66.78243486;0.407701;6.78e-16;2.452781;-4.080e-15;;;56500.00;27.58;;;6.000;21.000;TDB;;;;;;;;;;;;;;;;;1.865;1.865;13.91;0.940;0.824;9.884;;gbncc;002000000000;2014;;;
369;J0749-4247;J0749-4247;07:49:49.6;-42:47:42.1;;;;49014.00;135.962;-61.924;;;257.066;-8.349;117.45697917;-42.79503889;1.095452;9.77e-16;0.912865;-8.142e-16;;;49014.00;104.59;;125.00;15.000;27.000;TDB;0.00;8.00;0.50;;;;;;;;;;;;;;0.560;0.560;-15.19;-0.081;-0.540;8.624;;pks70,pkshl,htru_pks;000011004000;1996;;;
370;J0750+57;J0750+57;07:50;+57:00;;;;56292.00;107.938;35.261;;;160.557;30.327;117.50000000;57.00000000;1.174875;;0.851154;;;;56292.00;26.70;;;13.000;104.000;TDB;;2.90;;;;;;;;;;;;;;;1.604;1.604;13.48;0.810;0.461;9.806;;gbncc,lotaas;022000000000;2014;;;
371;J0750-6846;J0750-6846;07:50:35.8;-68:46:33.8;;;;56839.00;204.507;-79.360;;;281.056;-20.048;117.64937500;-68.77605833;0.915216;1.10e-16;1.092638;-1.309e-16;;;56839.00;54.60;;-31.00;188.500;;TCB;;;1.70;;;;;;;;;;;;;;0.338;0.338;-18.72;-0.116;-0.312;8.439;;pks_superb;010000000000;2018;;;
372;J0751+1807;J0751+1807;07:51:09.1;+18:07:38.4;-2.730;-13.400;0.820;55000.00;116.334;-2.808;;;202.730;21.086;117.78814721;18.12735733;0.003479;7.79e-21;287.457854;-6.435e-16;;;55000.00;30.24;0.000;41.59;0.700;;TCB;;10.00;1.35;;ELL1H;;0.2631;0.3966;83.43;3.322e-06;51800.2159;3.300e-06;3.800e-07;0.1283;0.1496;He[nsk08];1.110;0.427;10.88;0.399;-0.400;9.455;GRS:4FGL_J0751.2+1808[aab+22];misc,FermiBlind;000004400000;1995;HE[wob+04,aaa+09f];;
373;J0753-0816;J0753-0816;07:53:33;-08:19:35;;;;56316.00;122.408;-28.628;;;227.607;9.771;118.38750000;-8.32638889;2.093620;;0.477642;;;;56316.00;38.00;;;;;TDB;;;;;;;;;;;;;;;;;1.718;1.718;6.45;0.292;-1.250;9.641;;htru_pks;000010000000;2019;;;
374;B0751+32;J0754+3231;07:54:40.6;+32:31:56.2;-4.000;7.000;;48725.00;114.377;11.487;;;188.187;26.721;118.66953333;32.53227778;1.442349;1.08e-15;0.693313;-5.191e-16;-2.300e-28;;48725.00;39.99;;4.73;12.200;99.700;TDB;0.00;8.00;0.60;;;;;;;;;;;;;;1.464;1.464;17.98;0.658;-0.186;9.794;;gb1,ar4,lotaas;020000020020;1978;;;
375;B0756-15;J0758-1528;07:58:29.0;-15:28:08.7;-10.000;12.000;;49896.00;125.714;-35.308;;;234.464;7.224;119.62112833;-15.46909389;0.682265;1.62e-15;1.465706;-3.478e-15;-2.370e-26;;49896.00;63.33;;55.00;7.300;11.000;TDB;;8.20;2.60;;;;;;;;;;;;;;2.710;2.710;7.96;0.341;-2.188;10.063;;mol2,gb3,pks70,pkshl;000001004210;1978;;1;
376;J0758-30;J0758-30;07:58;-30;;;;;130.880;-49.338;;;246.856;-0.417;119.50000000;-30.00000000;1.092000;;0.915751;;;;;86.50;;;27.000;50.000;TDB;;;;;;;;;;;;;;;;;0.444;0.444;-0.63;-0.003;-0.408;8.675;;gbncc;002000000000;2020;;;
377;J0802-5613;J0802-5613;08:02;-56:13;;;;59201.00;158.888;-72.391;;;269.950;-13.239;120.50000000;-56.21666667;0.273973;2.76e-15;3.650000;-3.680e-14;;;59201.00;;;;;;TDB;;;;;;;;;;;;;;;;;;;;-0.000;-0.000;8.500;GRS:4FGL_J0802.1-5612[aab+22];FermiAssoc;000020000000;2020;NRAD[nie+20];;
378;J0803-0942;J0803-0942;08:03:26.8;-09:42:50.8;;;;58410.00;125.488;-29.431;;;230.070;11.196;120.86186667;-9.71411389;0.571257;1.16e-15;1.750527;-3.558e-15;;;58410.00;21.10;;-17.50;8.210;15.800;TDB;;;0.10;;;;;;;;;;;;;;0.818;0.818;4.10;0.159;-0.615;9.015;;misc,fast_crafts;040000400000;2018;;;
379;J0803+34;J0803+34;08:03:05;+34:19;;;;;115.768;13.589;;;186.778;28.890;120.77083333;34.31666667;;;;;;;;34.00;;;;;TDB;;;;;;;;;;;;;;;;;1.305;1.305;16.43;0.630;-0.135;9.635;;misc;000000400000;2018;RRAT[ttm18];;
380;J0804-3647;J0804-3647;08:04:22.2;-36:47:35.5;;;;54987.00;136.611;-55.314;;;253.331;-2.872;121.09250000;-36.79319444;2.191987;4.21e-15;0.456207;-8.762e-16;;;54987.00;186.80;;;32.000;41.000;TDB;;;0.29;;;;;;;;;;;;;;2.916;2.916;-9.36;-0.146;-2.790;9.335;;pkspa,gbncc;002100000000;2013;;;
381;J0806+08;J0806+08;08:06:05;+08:17;;;;56477.00;121.897;-11.734;;;213.920;20.334;121.52083333;8.28333333;2.063100;;0.484707;;;;56477.00;46.00;;;;;TDB;;;;;;;;;;;;;;;;;1.848;1.848;15.98;0.642;-0.967;9.938;;ar327;001000000000;2013;;;
382;J0806-4123;J0806-4123;08:06:23.4;-41:22:30.9;;;;54771.32;140.554;-59.393;;;257.426;-4.983;121.59750000;-41.37525000;11.370386;5.56e-14;0.087948;-4.300e-16;;;54771.32;;;;;;TDB;;;;;;;;;;;;;;;;;;;;-0.000;-0.000;8.500;XRS:RX_J0806.4-4123[hmp98],OPT:[kkvh11];misc;000000400000;2004;XINS,NRAD;;
383;J0807-5421;J0807-5421;08:07:47.1;-54:21:26.4;;;;55333.00;157.075;-70.441;;;268.727;-11.594;121.94660417;-54.35735000;0.526644;3.78e-16;1.898818;-1.363e-15;;;55333.00;165.03;;-65.00;11.000;17.000;TDB;;;0.40;;;;;;;;;;;;;;0.887;0.887;-33.17;-0.178;-0.869;8.519;;htru_pks;000010000000;2012;;;
384;J0808-3937;J0808-3937;08:08:11.6;-39:37:52.9;;;;54881.00;139.813;-57.659;;;256.134;-3.759;122.04845833;-39.63136111;0.866349;4.01e-16;1.154269;-5.343e-16;;;54881.00;169.10;;;11.000;30.000;TDB;;;0.21;;;;;;;;;;;;;;2.884;2.884;-11.09;-0.189;-2.794;9.190;;pkspa,gbncc;002100000000;2013;;;
385;B0808-47;J0809-4753;08:09:43.8;-47:53:54.7;-19.000;15.000;;57600.00;148.073;-64.935;;;263.301;-7.957;122.43264583;-47.89852778;0.547202;3.08e-15;1.827478;-1.027e-14;;;57600.00;228.30;;105.00;8.500;25.000;TCB;0.00;46.00;2.60;;;;;;;;;;;;;;6.488;6.488;-31.60;-0.898;-6.382;9.250;;mol2,pks70,pkssw,htru_pks,ghrss;004010104010;1978;;;
386;J0811+37;J0811+37;08:11:12;+37:28;;;;;116.721;17.021;;;183.676;31.217;122.80000000;37.46666667;1.248300;;0.801089;;;;;16.95;;;50.000;;TDB;;;;;;;;;;;;;;;;;0.355;0.355;8.78;0.184;-0.019;8.803;;misc,lotaas;020000400000;2017;;;
387;J0812-3905;J0812-3905;08:12:14.8;-39:05:48.9;;;;55083.00;140.752;-56.858;;;256.111;-2.811;123.06167500;-39.09692222;0.482596;4.49e-17;2.072127;-1.928e-16;;;55083.00;329.60;;;37.000;47.000;TDB;;;0.38;;;;;;;;;;;;;;5.860;5.860;-16.16;-0.287;-5.682;9.905;;pkspa,gbncc;002100000000;2013;;;
388;J0813+22;J0813+22;08:13:54;+22:01;;;;;120.776;2.083;;;200.909;27.480;123.47500000;22.01666667;0.531400;;1.881822;;;;;52.29;;;21.000;;TDB;;;;;;;;;;;;;;;;;2.449;2.449;24.13;1.130;-0.775;10.530;;lotaas;020000000000;2019;;;
389;B0809+74;J0814+7429;08:14:59.5;+74:29:05.7;24.020;-44.000;2.310;49162.00;104.198;52.710;;;139.998;31.618;123.74791667;74.48491667;1.292241;1.68e-16;0.773849;-1.007e-16;;;49162.00;5.75;;-14.00;41.400;89.500;TDB;0.00;79.00;10.00;;;;;;;;;;;;;;0.432;0.368;3.01;0.226;0.236;8.782;;gb1,gb2,gb4,gbncc,lotaas;022000010060;1968;;;
390;J0815+0939;J0815+0939;08:15:08.7;+09:39:50.7;;;;52854.00;123.814;-9.898;;;213.626;22.950;123.78656667;9.66408333;0.645161;1.39e-16;1.550000;-3.339e-16;;;52854.00;52.66;;54.00;166.000;183.000;TDB;;3.70;;;;;;;;;;;;;;;2.491;2.491;20.53;0.971;-1.270;10.410;;ar4;000000020000;2005;;;
391;J0815+4611;J0815+4611;08:15:59.4;+46:11:53.2;;;;57662.00;115.441;25.716;;;173.626;33.453;123.99775958;46.19812222;0.434242;3.90e-18;2.302862;-2.068e-17;;;57662.00;11.27;;;13.000;21.000;TDB;;2.50;;;;;;;;;;;;;;;0.358;0.358;6.21;0.197;0.033;8.797;;lotaas,gbncc;022000000000;2019;;;
392;J0818-3049;J0818-3049;08:18:49.3;-30:49:31;;;;55903.00;137.765;-48.673;;;249.983;2.908;124.70541667;-30.82527778;0.763742;5.80e-16;1.309343;-9.943e-16;;;55903.00;118.90;;;46.000;84.000;TDB;;;0.33;;;;;;;;;;;;;;0.422;0.422;6.03;0.021;-0.396;8.644;;pkspa,gbncc;002100000000;2013;;;
393;J0818-3232;J0818-3232;08:18:25.9;-32:32:30.5;;;;52500.00;138.566;-50.311;;;251.358;1.875;124.60806250;-32.54181389;2.161259;7.53e-16;0.462693;-1.613e-16;;;52500.00;131.80;;25.20;11.000;42.000;TDB;;;1.40;;;;;;;;;;;;;;0.484;0.484;4.31;0.016;-0.458;8.655;;pkshl,htru_pks,gbncc;002011000000;2006;;;
394;B0818-13;J0820-1350;08:20:26.3;-13:50:55.8;21.640;-39.440;0.510;52275.00;131.395;-32.381;;;235.890;12.595;125.10992375;-13.84884972;1.238130;2.11e-15;0.807670;-1.373e-15;1.800e-28;;48904.00;40.94;;-1.20;23.000;34.000;TDB;0.00;102.00;6.00;;;;;;;;;;;;;;1.900;2.321;8.93;0.414;-1.535;9.540;;mol1,mol2,gb3,pks70,pkshl;000001004211;1970;;2;
395;J0820-3826;J0820-3826;08:20:59.9;-38:26:42.9;;;;55583.00;143.091;-55.576;;;256.523;-1.032;125.24970417;-38.44525000;0.124837;2.44e-15;8.010467;-1.567e-13;;;55583.00;195.50;;122.00;6.000;13.000;TDB;;;0.49;;;;;;;;;;;;;;4.084;4.084;-3.52;-0.074;-3.971;9.452;;pkspa,gbncc;002100000000;2013;;;
396;J0820-3921;J0820-3921;08:20:49.1;-39:21:55.7;;;;52700.00;143.709;-56.430;;;257.261;-1.583;125.20462500;-39.36547222;1.073567;1.22e-14;0.931475;-1.056e-14;;;52700.00;179.40;;126.90;46.000;106.000;TDB;;;0.40;;;;;;;;;;;;;;3.576;3.576;-4.96;-0.099;-3.487;9.288;;pkshl,htru_pks,gbncc;002011000000;2006;;;
397;B0818-41;J0820-4114;08:20:15.4;-41:14:35.2;;;;57600.00;145.004;-58.175;;;258.749;-2.734;125.06441667;-41.24311111;0.545446;1.98e-17;1.833364;-6.640e-17;;;57600.00;113.40;;57.70;141.000;175.000;TCB;0.00;65.00;5.00;;;;;;;;;;;;;;0.571;0.571;-5.41;-0.027;-0.559;8.611;;mol2,pks70,pksmb,pkshl,htru_pks;000011044010;1978;;;
398;J0821-4221;J0821-4221;08:21:44.6;-42:21:25.4;;;;52950.00;146.424;-59.053;;;259.825;-3.137;125.43598333;-42.35707222;0.396728;3.48e-15;2.520617;-2.210e-14;;;52950.00;270.60;;251.10;4.300;23.000;TDB;;;0.80;;;;;;;;;;;;;;5.802;5.802;-14.81;-0.318;-5.702;9.523;;pkshl,htru_pks;000011000000;2006;;;
399;J0821-4300;J0821-4300;08:21:57.3;-43:00:17.0;-54.100;-28.100;;53454.00;147.067;-59.613;;;260.382;-3.473;125.48902208;-43.00474278;0.112799;9.28e-18;8.865291;-7.290e-16;;;55580.00;;;;;;TDB;;;;;;;;;;;;;;;;;2.200;;;-0.133;-2.165;8.867;SNR:PUPPIS_A,XRS:RX_J0822-4300;misc;000000400000;2009;NRAD;;
400;B0820+02;J0823+0159;08:23:09.7;+01:59:12.4;-4.000;0.150;0.400;56000.00;127.651;-16.897;;;221.988;21.245;125.79068792;1.98679694;0.864873;1.05e-16;1.156239;-1.398e-16;;;49281.00;23.73;;13.00;20.000;33.000;TDB;0.00;30.00;4.00;;BT;44286.4900;1232.4040;162.1456;332.02;1.187e-02;;;;0.1929;0.2259;CO[kr00];2.700;0.808;8.60;0.978;-1.683;10.370;;mol2,gb3,pkshl,gb4,lotaas;020001010210;1978;;;
401;J0824+0028;J0824+0028;08:24:24.8;+00:28:00.5;-4.300;-9.200;;56600.00;128.359;-18.294;;;223.577;20.789;126.10350092;0.46682417;0.009861;1.47e-19;101.406008;-1.510e-15;;;56600.00;34.55;;38.70;;;TDB;;;0.51;;DDH;56519.2960;23.2070;18.9889;46.32;2.307e-04;;;;0.3389;0.4009;CO(?)[mgf+19];1.689;1.689;12.26;0.599;-1.088;9.644;;ar327;001000000000;2013;;;
402;B0823+26;J0826+2637;08:26:51.5;+26:37:21.2;63.000;-96.750;2.010;56000.00;122.598;7.243;;;196.964;31.743;126.71461167;26.62258250;0.530661;1.71e-15;1.884444;-6.070e-15;1.500e-26;;46450.00;19.48;;5.38;5.800;12.400;TDB;0.00;73.00;10.00;;;;;;;;;;;;;;0.500;0.314;10.25;0.263;-0.124;8.907;;gb1,ar4,gb4,lotaas;020000030020;1968;HE[bwt+04];;
403;J0827+53;J0827+53;08:27:48;+53:00;;;;;115.486;32.781;;;165.470;35.647;126.95000000;53.00000000;0.013500;;74.074074;;;;;23.10;;;1.000;;TDB;;;;;;;;;;;;;;;;;1.571;1.571;13.46;0.916;0.320;9.736;;lotaas;020000000000;2019;;;
404;B0826-34;J0828-3417;08:28:16.6;-34:17:07;;;;48132.00;142.599;-51.176;;;253.965;2.561;127.06927293;-34.28529102;1.848919;9.96e-16;0.540857;-2.914e-16;-1.000e-27;;48132.00;51.60;;59.00;113.000;913.000;TDB;;16.00;0.25;;;;;;;;;;;;;;0.354;0.354;2.31;0.016;-0.340;8.598;;mol2,pks70,pksmb,pkshl,gbncc;002001044010;1978;;;
405;J0831-4406;J0831-4406;08:31:32.4;-44:06:11.9;;;;51396.00;151.128;-59.765;;;262.285;-2.694;127.88512500;-44.10330556;0.311674;1.28e-15;3.208486;-1.317e-14;;;51396.00;254.00;;509.00;5.500;16.000;TDB;;;0.43;;;;;;;;;;;;;;5.883;5.883;-11.94;-0.276;-5.823;9.289;;pksmb,htru_pks;000010040000;2003;;;
406;J0834-4159;J0834-4159;08:34:17.8;-41:59:35.9;;;;55308.00;150.054;-57.668;;;260.886;-1.036;128.57419583;-41.99333056;0.121118;4.28e-15;8.256428;-2.918e-13;;;55308.00;240.50;;-377.00;4.700;;TDB;;;0.28;;;;;;;;;;;;;;5.508;5.508;-4.35;-0.100;-5.438;9.372;;pksmb,htru_pks;000010040000;2003;;1;
407;J0834-60;J0834-60;08:34:50;-60:35;;;;51401.10;179.039;-72.110;;;276.075;-11.924;128.70833333;-60.58333333;0.384645;;2.599800;;;;51401.10;20.00;;;;;TDB;;;;;;;;;;;;;;;;;0.095;0.095;-4.13;-0.020;-0.092;8.490;;pkssw;000000100000;2001;;;
408;J0835-3707;J0835-3707;08:35:03.0;-37:07:51.5;;;;51137.00;146.511;-53.236;;;257.076;1.990;128.76283333;-37.13097222;0.541404;9.78e-15;1.847048;-3.336e-14;;;51137.00;112.40;;62.80;4.200;11.000;TDB;;;0.28;;;;;;;;;;;;;;0.555;0.555;3.90;0.019;-0.541;8.624;;pksmb,pkshl,htru_pks,gbncc;002011040000;2001;;;
409;B0833-45;J0835-4510;08:35:20.6;-45:10:34.8;-49.680;29.900;3.500;51544.00;153.370;-60.362;;;263.552;-2.787;128.83588121;-45.17635419;0.089328;1.25e-13;11.194650;-1.567e-11;1.028e-21;;51559.32;67.77;0.005;31.38;1.700;3.800;TDB;0.00;5000.00;1050.00;;;;;;;;;;;;;;0.280;0.328;-3.30;-0.014;-0.278;8.531;GRS:4FGL_J0835.3-4510[aab+22],SNR:Vela,G;mol1,mol2,pks70,pksmb,htru_pks,Ferm;000014044011;1968;HE[hg73,tfko75];21;
410;J0836-4233;J0836-4233;08:36:05.8;-42:33:24.9;;;;56290.00;151.103;-58.010;;;261.537;-1.107;129.02437500;-42.55691667;0.738436;1.32e-15;1.354214;-2.421e-15;;;56290.00;180.00;;;14.000;25.910;TCB;;;0.13;;;;;;;;;;;;;;3.609;3.609;-3.48;-0.070;-3.569;9.031;;htru_pks;000010000000;2012;;;
411;B0834+06;J0837+0610;08:37:05.6;+06:10:14.5;2.000;51.000;;48721.00;130.043;-11.977;;;219.721;26.272;129.27350833;6.17071111;1.273768;6.80e-15;0.785072;-4.191e-15;9.600e-29;;48721.00;12.86;;25.32;26.000;34.000;TDB;0.00;89.00;5.00;;;;;;;;;;;;;;0.190;0.190;5.69;0.084;-0.109;8.631;;misc,mol2,gb2,gb4,lotaas;020000410050;1968;;;
412;J0837-2454;J0837-2454;08:37:57.7;-24:54:30;;;;55588.63;140.548;-41.670;;;247.575;9.775;129.49054167;-24.90833333;0.629410;3.49e-13;1.588789;-8.810e-13;;;55588.63;143.10;;;1.000;;TCB;;;;;;;;;;;;;;;;;25.000;25.000;24.30;4.244;-22.774;17.898;;htru_pks;000010000000;2011;;;
413;B0835-41;J0837-4135;08:37:21.1;-41:35:14.5;11.000;-13.000;;57600.00;150.641;-57.044;;;260.904;-0.336;129.33830958;-41.58737861;0.751625;3.54e-15;1.330450;-6.263e-15;3.100e-26;;57600.00;147.20;;144.50;4.400;18.000;TCB;0.00;197.00;35.00;;;;;;;;;;;;;;1.500;1.421;-0.86;-0.009;-1.481;8.737;;mol1,mol2,pks70,pksmb,pkshl,htru_pk;000011044011;1968;;;
414;J0838-2621;J0838-2621;08:38:18.8;-26:21:29.5;;;;53200.00;141.321;-43.005;;;248.807;8.981;129.57833750;-26.35820833;0.308581;3.90e-17;3.240644;-4.096e-16;;;53200.00;116.90;;96.00;7.800;36.000;TDB;;;0.50;;;;;;;;;;;;;;4.102;4.102;18.25;0.640;-3.778;9.965;;pkshl,htru_pks,gbncc;002011000000;2006;;;
415;J0838-3947;J0838-3947;08:38:30.8;-39:47:22;;;;51162.00;149.523;-55.343;;;259.606;0.928;129.62833333;-39.78944444;1.703946;8.13e-16;0.586873;-2.800e-16;;;51162.00;219.00;;;57.000;;TDB;;;0.11;;;;;;;;;;;;;;5.095;5.095;3.55;0.083;-5.011;9.419;;pksmb;000000040000;2001;;;
416;J0839-66;J0839-66;08:39:37;-66:34:52;;;;56012.00;198.493;-74.404;;;281.441;-14.927;129.90416667;-66.58111111;0.449339;;2.225491;;;;56012.00;83.00;;;;;TDB;;;;;;;;;;;;;;;;;0.448;0.448;-21.38;-0.115;-0.424;8.414;;htru_pks;000010000000;2019;;;
417;B0839-53;J0840-5332;08:40:33.7;-53:32:35.9;;;;57600.00;165.813;-66.727;;;270.774;-7.143;130.14052500;-53.54331944;0.720614;1.64e-15;1.387706;-3.154e-15;;;57600.00;156.50;;81.00;23.000;32.000;TCB;0.00;19.00;1.70;;;;;;;;;;;;;;0.566;0.566;-19.46;-0.070;-0.562;8.492;;mol2,pks70,pkssw,htru_pks,ghrss;004010104010;1978;;;
418;B0840-48;J0842-4851;08:42:05.4;-48:51:20.6;;;;57600.00;159.560;-62.856;;;267.182;-4.101;130.52268458;-48.85572222;0.644354;9.56e-15;1.551943;-2.302e-14;;;57600.00;196.85;;145.00;6.900;13.000;TDB;0.00;6.20;1.07;;;;;;;;;;;;;;3.103;3.103;-14.08;-0.222;-3.091;8.652;;mol2,pks70,pksmb,htru_pks,ghrss;004010044010;1978;;;
